CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41628481,KFC,BROOKLYN,495,NOSTRAND AVENUE,11216,7186224108,Chicken,01/24/2013,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,28,,,05/21/2016,Cycle Inspection / Initial Inspection
50032738,THAI 86 CAFE,BROOKLYN,8619,5TH AVE,11209,7182383303,Thai,02/11/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,,,05/21/2016,Cycle Inspection / Initial Inspection
41070330,LENNY'S PIZZERIA,QUEENS,16402,CROSSBAY BOULEVARD,11414,7187383500,Pizza/Italian,02/28/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18,B,02/28/2013,05/21/2016,Cycle Inspection / Re-inspection
50036616,GOSSIP COFFEE,QUEENS,3704,30TH AVE,11103,7184408792,CafÃ©/Coffee/Tea,08/27/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,53,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41401730,MERCATO,MANHATTAN,352,WEST   39 STREET,10018,2126432000,Italian,11/20/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,11/20/2014,05/21/2016,Cycle Inspection / Initial Inspection
41541403,SAPPORO SUSHI RESTAURANT,STATEN ISLAND,1650,RICHMOND AVENUE,10314,7189836038,Japanese,06/02/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,06/02/2015,05/21/2016,Cycle Inspection / Initial Inspection
41036291,POPEYES LOUISIANA KITCHEN,BRONX,845,EAST  149 STREET,10455,7182926881,Chicken,05/01/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,,05/21/2016,Cycle Inspection / Initial Inspection
41591580,JPAN SUSHI RESTAURANT,BROOKLYN,287,5 AVENUE,11215,7187882880,Japanese,03/26/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,8,A,03/26/2015,05/21/2016,Cycle Inspection / Re-inspection
50004673,A TASTE OF SHANGHAI RESTAURANT,QUEENS,3907,PRINCE ST,11354,7188881636,Chinese,09/10/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
50012210,OGLIASTRO,BROOKLYN,784,WASHINGTON AVE,11238,7187893700,Italian,07/23/2014,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,3,,,05/21/2016,Pre-permit (Non-operational) / Initial Inspection
50005347,COLD CUT CITY BUNNY DELI 2,BRONX,228,W 231ST ST,10463,7185432533,American,06/30/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,,,05/21/2016,Cycle Inspection / Initial Inspection
40370425,TONY'S PIZZERIA,BROOKLYN,336,KNICKERBOCKER AVENUE,11237,7184567020,Pizza/Italian,01/29/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,48,,,05/21/2016,Cycle Inspection / Initial Inspection
41174079,DITCH PLAINS,MANHATTAN,29,BEDFORD STREET,10014,2126330202,Continental,09/29/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
40697681,VICE VERSA,MANHATTAN,325,WEST   51 STREET,10019,2123999291,Italian,03/19/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,03/19/2014,05/21/2016,Cycle Inspection / Initial Inspection
40365893,MCDWYERS PUB,BRONX,331,EAST  204 STREET,10467,3474270519,Irish,08/26/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,08/26/2014,05/21/2016,Cycle Inspection / Re-inspection
41475946,GRAND SICHUAN,MANHATTAN,1923,ST MARKS PLACE,10003,2125294800,Chinese,04/25/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,B,04/25/2016,05/21/2016,Cycle Inspection / Re-inspection
41630104,LUCKY CHINESE RESTAURANT,QUEENS,5008,69 STREET,11377,7187791350,Chinese,07/10/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,07/10/2013,05/21/2016,Cycle Inspection / Re-inspection
41125700,GILDA'S RESTAURANT,QUEENS,9115,31 AVENUE,11369,7185655778,Peruvian,10/07/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,05/21/2016,Cycle Inspection / Initial Inspection
40866340,DOMINO'S,BRONX,1351,WEBSTER AVENUE,10456,7185374700,Pizza,01/13/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,7,A,01/13/2016,05/21/2016,Cycle Inspection / Initial Inspection
40369400,WHITE HORSE TAVERN,MANHATTAN,25,BRIDGE STREET,10004,2126689046,American,02/03/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,28,,,05/21/2016,Cycle Inspection / Initial Inspection
41634004,MORNING STAR RESTAURANT,MANHATTAN,879,9 AVENUE,10019,2122461593,American,01/10/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,01/10/2014,05/21/2016,Cycle Inspection / Re-inspection
50004367,NEW WAI LING CHINESE RESTAURANT/NEW FRESCO TORTILLAS II TACO,BROOKLYN,349,FLATBUSH AVE,11238,7187890943,Asian,08/11/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
40830906,ERROL'S BAKERY,BROOKLYN,661,FLATBUSH AVENUE,11225,7184696078,Caribbean,07/31/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
40364576,TOUT VA BIEN,MANHATTAN,311,WEST   51 STREET,10019,2122650190,French,07/05/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,41,,,05/21/2016,Cycle Inspection / Initial Inspection
41650772,SABA'S PIZZA,MANHATTAN,1376,LEXINGTON AVENUE,10128,2129879130,Pizza,05/08/2013,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,4,A,05/08/2013,05/21/2016,Cycle Inspection / Re-inspection
50016891,DIRT CANDY,MANHATTAN,86,ALLEN ST,10002,2122287732,Vegetarian,12/10/2015,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
40654823,BLONDIES,MANHATTAN,212,WEST   79 STREET,10024,2123624360,American,11/16/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,44,,,05/21/2016,Cycle Inspection / Initial Inspection
40582271,HORNADO ECUATORIANO,QUEENS,7618,ROOSEVELT AVENUE,11372,7182057357,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/01/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,9,A,04/01/2015,05/21/2016,Cycle Inspection / Re-inspection
41710633,TAGINE,MANHATTAN,221,WEST   38 STREET,10018,6463268014,Moroccan,04/27/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,,,05/21/2016,Pre-permit (Operational) / Re-inspection
50000115,BLOSSOM DU JOUR,MANHATTAN,259,WEST 23RD ST,10011,2122292595,Vegetarian,06/27/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
50000823,TORINO PIZZA,STATEN ISLAND,1694,RICHMOND ROAD,10304,7183513100,Pizza/Italian,12/03/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
40541670,BAGEL CLUB,QUEENS,20814,CROSS ISLAND PARKWAY,11360,7183524948,Delicatessen,05/11/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
41193088,MOJITO'S,MANHATTAN,227,EAST  116 STREET,10029,2128288635,Mexican,05/31/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,B,05/31/2014,05/21/2016,Cycle Inspection / Re-inspection
40902021,BEACH STREET EATERY,MANHATTAN,57,BEACH STREET,10013,7184404636,American,10/09/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,32,,,05/21/2016,Cycle Inspection / Initial Inspection
40729164,JULIUS,MANHATTAN,159,WEST   10 STREET,10014,2122431928,American,11/17/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,B,11/17/2014,05/21/2016,Cycle Inspection / Re-inspection
50043815,MISTER HOTPOT,QUEENS,13342,39TH AVE,11354,7189393334,Chinese,05/04/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,Not Yet Graded,,05/21/2016,Pre-permit (Operational) / Initial Inspection
40513609,SKYLIGHT DINER,MANHATTAN,402,WEST   34 STREET,10001,2122440395,American,11/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,28,,,05/21/2016,Cycle Inspection / Initial Inspection
41379625,DC KTV,BROOKLYN,715,61 STREET,11220,7188535888,Asian,10/08/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,B,10/08/2014,05/21/2016,Cycle Inspection / Re-inspection
50005509,PULAU PINANG MALAYSIAN CUISINE,QUEENS,8284,BROADWAY,11373,7186727380,Asian,03/12/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41608858,CITY SNOOKER POOL HOUSE,QUEENS,7532,BROADWAY,11373,6467337189,"Bottled beverages, including water, sodas, juices, etc.",01/30/2016,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
