BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,01/11/2013 03:01:38 PM,20-4-703.11,***,Food Contact Surfaces Clean,01/11/2013 03:01:38 PM,Pass,2013-01-15 08:45:56,provide proper sanitizing training for all employees....,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
Abbott's Frozen Custard,,SA & ZE CO LLC,Mary P. Dauria,,74489,12/22/2011 03:03:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_NotReq,12/30/2013 12:00:00 AM,,,,,,,,362   Washington ST,Brighton,MA,02135,143525,"(42.348955, -71.153641)"
Boston Globe Cafeteria,,FLIK INTERNATIONAL CORP.,FLIK INTERNATIONAL CORP.,Compass Group,26254,02/06/2012 08:00:29 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,02/03/2012 10:49:52 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,02/03/2012 10:49:52 AM,Fail,,Clean light shield(shield also loose-reaffix) in Dishroom.Reminder to keep current with the BFD requirements on Hotline hood(s).,135   William T Morrissey BL,Dorchester,MA,02125,156975,"(42.315997, -71.049211)"
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,05/13/2008 01:26:51 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,05/13/2008 03:19:08 PM,Fail,,set up pails with  sanitizer,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,10/24/2013 01:46:18 PM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,10/24/2013 01:46:18 PM,Fail,,Provide dispenser for paper towel at hand sink,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/28/2012 11:02:52 AM,,,,,,,,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Nicholas Sub & Pizza Shop,,NICHOLAS MARKOPOULOS,Kourtelidis,Nicholas,33364,01/17/2012 03:37:47 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/28/2014 10:43:34 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,07/28/2014 10:43:34 AM,Fail,,Exterior of fryers in main kitchen area heavily soiled and with food debris. Clean to remove. Interior of the white coffin style freezer with frost build up and food debris. Clean to remove. Interior of the pizza cooler visibly soiled and with food debris. Clean to remove. Lower shelf under the hand sink in the main kitchen area visibly soiled and with what appears to be rodent droppings. Clean to remove. Interior of the mop sink heavily soiled. Clean to remove. Storage shelves throughout the main kitchen and preparation area's visibly soiled. Clean to remove. Exterior of the Hobart stand mixer with cacked on foods. Clean to remove.,600   Hyde Park AV,Roslindale,MA,02131,156517,"(42.280027, -71.118658)"
Mehak Restaurant,,DE PASQUALE RONALD,Akram,Mohammad,33626,02/29/2012 12:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/17/2013 02:31:11 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,04/17/2013 02:31:11 PM,Fail,,clean interior of the microwave oven. clean interior of one door reach in located in kitchen.,329   Sumner ST,East Boston,MA,02128,132398,"(42.36711, -71.03607)"
BOSTON WING IT,,MYONG JO SONG,MYONG JO SONG,,22141,02/09/2012 10:35:11 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,12/28/2007 02:16:27 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,12/28/2007 03:40:09 PM,Pass,2007-12-28 15:40:09,Hood vent filters are soiled with grease. Clean to remove. The wall behind the sink is soiled with moldlike debris. Clean to remove.,1153   COMMONWEALTH  AV,ALLSTON,MA,02134,,
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/13/2012 12:52:52 PM,03-3-501.16,***,Hot Holding,02/13/2012 12:52:52 PM,Pass,2012-02-13 14:59:50,Cooked chicken strips sitting in bowl on top of stove at 103.7F.Discussed possible solutions for product(Hot holding or Cooling?).,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
PHO 2000,,SCHIAVO BRUNO A TS,Dung Ngu,,76202,04/06/2012 12:14:16 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,06/07/2013 11:43:48 AM,03-3-501.16(A),***,Cold Holding,06/07/2013 11:43:48 AM,Fail,,Cat fish out hang drying at a temperature between 48F to 52F. PIC stated that she took out fish less than a hour ago. PIC removed and put cat fish back into walk in and will take out only what she can cook. Monitor Bean sprouts at front counter at 74F. PIC voluntary discarded. Sprouts must be keeped at 41F or below.,198   Adams ST,Dorchester,MA,02122,606,"(42.30224, -71.06)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,08/05/2015 02:49:44 PM,26-4-502.13,*,Re-use of Single Service Articles,08/05/2015 02:49:44 PM,Pass,2015-08-05 15:52:00,Remove all single use buckets and provide food service grade food storage equipment.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
Anshur Restauruant,,REARDON THOMAS B,Anshur,Abdullah F.,31241,02/08/2012 03:13:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,09/30/2008 11:16:42 AM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,09/30/2008 03:32:39 PM,Fail,,handsink/provide paper towels and employee handwash signage,291   Roxbury ST,Roxbury,MA,02119,119179,"(42.33041, -71.0943)"
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_TSOP,01/16/2008 09:04:25 AM,25-4-904.11,*,Single Service Articles Stored Dispensed,01/17/2008 02:54:02 PM,Fail,,Open paper products  foods stored on shelves in area without smooth  durable cleanable surfaces. Store protected from dust contamination in area where properly constructed.,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
Cafeteria Y Pizzaria Mi Columbia,,,E.B. Crown Fried Chicken & Pizza Inc.,,124996,01/09/2014 01:41:04 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,06/06/2014 10:57:57 AM,17-4-204.112/.115,*,Equipment Thermometers,06/06/2014 10:57:57 AM,Pass,2014-06-06 15:37:07,Provide thermometers where needed,50   Maverick SQ,East Boston,MA,02128,92897,"(42.37017, -71.03868)"
Brighams & Womens Hospital - Tower Cafe,,AU BON PAIN CO  INC. #508 (LAURA),Langill BWH CFSD,Susan,18544,02/08/2012 05:33:24 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,07/29/2014 01:40:22 PM,15-4-202.16,*,Non-Food Contact Surfaces,07/29/2014 01:40:22 PM,Fail,,Walk in cooler temperature at 46F- Repair to maintain temperatures of 41F or below,75   FRANCIS ST,Boston,MA,02115,158148,"(42.336106, -71.10748)"
ROSLINDALE HOUSE OF PIZZA,,,VASSILIOS GLYKIS,,19964,01/06/2012 10:23:12 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/05/2015 11:57:54 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,01/05/2015 11:57:54 AM,Fail,,Repair any broken or missing floor tiles in kitchen prep area.  Clean floor under shelves in basement and kitchen area.,4168   Washington ST,Roslindale,MA,02131,157416,"(42.287818, -71.126399)"
LOLLICUP TEA ZONE,,PETER LUU  PRES.,LONG JIANG,,22229,02/14/2012 12:48:34 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,02/23/2012 10:47:03 AM,05-4-302.12,*,Food Thermometers Provided,02/23/2012 10:47:03 AM,Fail,,No food thermometers on site. Provide.,1   Brighton AV,Allston,MA,02134,157732,"(42.352411, -71.125329)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/13/2014 12:10:17 PM,36-6-201.11,*,Floors Designed Constructed Installed,08/13/2014 12:10:17 PM,Fail,,floors in ladies locker room with missing tiles and holes   repair,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,05/10/2013 11:03:52 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,05/10/2013 11:03:52 AM,Pass,2013-05-13 08:04:20,Clean underside of shelving over 1st kitchen hot hold unit.,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
Cafeteria Y Pizzaria Mi Columbia,,,E.B. Crown Fried Chicken & Pizza Inc.,,124996,01/09/2014 01:41:04 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,06/06/2014 10:57:57 AM,09-3-301.11(C),*,Handling of Food & Ice,06/06/2014 10:57:57 AM,Pass,2014-06-06 15:37:07,Provide scoops for bulk food containers.,50   Maverick SQ,East Boston,MA,02128,92897,"(42.37017, -71.03868)"
Uno Chicago Grill,,SPENCER AARONN D,UNO RESTAURANTS,LLC  LEGAL DEPARTMENT,18958,01/09/2012 03:53:57 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,09/10/2015 01:02:02 PM,24-4-903.11,*,Clean Equipment & Utensils Storage,09/10/2015 01:02:02 PM,Pass,2015-09-10 15:36:36,At the small wear storage room   equipment and utensils stored on the floor. Elevate 6 inches or above.,727   Boylston ST,Boston,MA,02116,18385,"(42.349589, -71.080292)"
Spirit of Boston,,SPIRIT CRUISES LLC,SPIRIT CRUISES LLC,,18739,02/01/2012 02:57:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/08/2012 09:53:01 AM,06-3-501.13,*,PHF's Properly Thawed,08/08/2012 09:53:01 AM,Fail,,thawing in stagnant water - provide cold runnig water,200   SEAPORT LA,BOSTON,MA,02210,,
Minina's Cafe,,ROSA JOSE TS,Jose Rosa,,74391,02/01/2012 01:10:59 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,09/04/2013 02:31:01 PM,31-5-204/05.11,***,Location  Accessible,09/04/2013 02:31:01 PM,Fail,,Hand sink in kitchen blocked with pots and pans. Address with staff and keep sink area open so staff can wash hands.,430   Geneva AV,Dorchester,MA,02122,63341,"(42.30059, -71.06637)"
S & I TO GO,,DOANGPRATHEEP,DOANGPRATHEEP,SAENSUKH,22982,02/15/2012 10:35:28 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,11/27/2015 12:01:18 PM,35-6-501.111/.115,**,Insects  Rodents  Animals,11/27/2015 12:01:18 PM,Fail,,There are some droppings in the basement but the activity is much smaller.  Provide pest reports to show continued treatment.,168   BRIGHTON  AV,ALLSTON,MA,02134,,
Uno Due Go,,DRUKER BERTRAM A TRSTS,URC L L C,,74800,12/30/2011 01:59:52 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,07/01/2014 11:22:09 AM,06-3-501.13,*,PHF's Properly Thawed,07/01/2014 11:22:09 AM,Pass,2014-07-02 07:47:27,Observed thawing at room temperature / Discontinue and provide thawing.,52   Summer ST,Boston,MA,02110,132025,"(42.35445, -71.05881)"
Frog Pond Boston @ Boston Common,,,The Skating Club of Boston,,75274,02/24/2012 02:04:35 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/21/2013 11:00:31 AM,17-4-302.14,*,Test Kit Provided,06/21/2013 11:00:31 AM,Fail,,They ran out of quats sanitizer  they have bleach but no bleach test strips.  Provide the correct test strips for the sanitizer provided.,,,,,,
A K's Take Out & Delivery,,BOUKOUVALAS ATHENA TS,Saini,Jasbir,28531,12/20/2011 02:29:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,02/26/2009 10:47:56 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,02/27/2009 08:17:22 AM,Pass,2009-02-27 08:17:22,walk in and freezer/clean floor area under shelving prep area/thoroughly clean floor under/around and behind all equipment and shelving cooking line/reach ins/clean floor under around and behind all equipment,1427   Tremont ST,Mission Hill,MA,02120,136818,"(42.331858, -71.096333)"
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,02/11/2014 10:01:56 AM,08-3-305-307.11,*,Food Protection,02/11/2014 10:01:56 AM,Fail,,employee cafe/provide utensils only signage to all self service stations employee cafe/properly store all eating utensils with handle presented oak room/bulk food bins/remove bowls/provide scoop with handle,138   ST JAMES  AV,BOSTON,MA,02116,,
Uno Due Go,,DRUKER BERTRAM A TRSTS,URC L L C,,74800,12/30/2011 01:59:52 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,09/02/2015 01:23:40 PM,35-6-501.111/.115,**,Insects  Rodents  Animals,09/02/2015 01:23:40 PM,Fail,,Flies noted in area / Contact pest control.,52   Summer ST,Boston,MA,02110,132025,"(42.35445, -71.05881)"
HAYMARKET PIZZA,,ROSARIO MANUELA,Blackstone Food Inc.,,19192,12/19/2011 10:42:03 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,08/20/2007 03:17:08 PM,,,,,,,,102   BLACKSTONE,BOSTON,MA,02109,,
PARKWAY LITTLE LEAGUE STAND,,,PARKWAY LITTLE LEAGUE INC.,,26023,03/19/2012 08:30:43 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,04/24/2015 10:20:41 AM,,,,,,,,315   BAKER ST,WEST ROXBURY,MA,02132,,
ZESTO'S PIZZA,,FOUR 60-468 CENTRE STREET,K & M Pizza Inc.,,75590,12/12/2011 12:47:41 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,09/23/2014 01:46:55 PM,13-2-304/402.11,*,Clean Cloths  Hair Restraint,09/23/2014 01:46:55 PM,Pass,2014-09-23 15:30:32,Provide hair restraints for staff in kitchen area.,460   Centre ST,Jamaica Plain,MA,02130,28061,"(42.31935, -71.11154)"
Anshur Restauruant,,REARDON THOMAS B,Anshur,Abdullah F.,31241,02/08/2012 03:13:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,02/15/2012 11:38:48 AM,29-5-201/02.11,*,Installed and Maintained,02/15/2012 11:38:48 AM,Pass,2012-02-15 15:41:02,repair faucet handle to dishroom handsink repair leak to mens restroom handsink,291   Roxbury ST,Roxbury,MA,02119,119179,"(42.33041, -71.0943)"
Ziti's Express,,LAMBERT GREGORY,Tremont Street Burger L L C,,67693,12/19/2011 01:53:23 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,10/29/2014 10:56:07 AM,35-6-501.111/.115,**,Insects  Rodents  Animals,10/29/2014 10:56:07 AM,Fail,,Small fruit/drain flies noted in the basement prep / Manager unsure of last extermintion / Contact exterminators.,140   Tremont ST,Boston,MA,02111,156397,"(42.355646, -71.062559)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,04/25/2013 02:45:38 PM,09-3-301.11(C),*,Handling of Food & Ice,04/25/2013 02:45:38 PM,Pass,2013-04-26 08:02:18,Using small bowls to scoop food items on salad unit.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Dunkin Donuts,,ONE HUNDRED CAMBRIDGE STREET,DN Donuts Inc.,Danny Haddad,26507,01/11/2012 11:22:31 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,02/25/2013 12:08:26 PM,10-3-304.12,*,Food Utensil Storage,02/25/2013 12:08:26 PM,Fail,,Properly store ice scoop,100   Cambridge ST,Boston,MA,02114,25222,"(42.360584, -71.062109)"
Peggy O'Neil's Pub & Grille,,LIMERICK CO INC,LIMERICK CO INC,,19097,12/13/2011 03:15:33 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,05/08/2009 01:48:24 PM,15-4-202.16,*,Non-Food Contact Surfaces,05/11/2009 08:04:21 AM,Pass,2009-05-11 08:04:21,,1310   DORCHESTER  AV,DORCHESTER,MA,02122,,
West Napoli Pizza,,VRATTOS SOCRATES TS,BARDHI,SOKOL,21409,06/06/2012 03:38:02 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,05/16/2013 03:31:25 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,05/16/2013 03:31:25 PM,Pass,2013-05-17 08:07:56,clean vent hood filters.,1946  Centre St,West Roxbury,MA,02132,27764,"(42.28358, -71.15676)"
FLOUR BAKERY & CAFE,,,JOANNE CHANG,,21518,01/26/2012 03:07:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/04/2013 10:01:20 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,06/04/2013 10:01:20 AM,Fail,,bakery/clean interior of hot line and window ledges clean stained ceiling tiles,1595   Washington ST,Roxbury,MA,02114,157458,"(42.338323, -71.07488)"
CAFE ESPLANADE,,,Pamela Bardhi,,91465,07/02/2013 08:38:33 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,06/27/2013 10:38:18 AM,32-6-501.11-.12/6-202.14,*,Toilet Enclosed Clean,06/27/2013 10:38:18 AM,Fail,,restroom/provide self closing door to restroom,0   David G Mugar WY,Boston,MA,02108,46576,"(42.355594, -71.074207)"
BOSTON WING IT,,MYONG JO SONG,MYONG JO SONG,,22141,02/09/2012 10:35:11 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,10/30/2009 11:35:19 AM,12-2-301.12-.15,***,Adequate Handwashing/Where/When/How,10/30/2009 03:26:42 PM,Fail,,Staff observed improperly washing hands.CFM needs to retrain staff on proper procedures.,1153   COMMONWEALTH  AV,ALLSTON,MA,02134,,
Uno Chicago Grill,,SPENCER AARONN D,UNO RESTAURANTS,LLC  LEGAL DEPARTMENT,18958,01/09/2012 03:53:57 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,02/28/2008 02:27:43 PM,01-3-101/701.11,***,Spoilage Unsafe Food,02/28/2008 03:22:56 PM,Pass,2008-02-28 15:22:56,Kitchen Some pizza sauce cans are heavily dented. Discard or return unsafe food.,727   Boylston ST,Boston,MA,02116,18385,"(42.349589, -71.080292)"
Eaton Vance Harbor Cafe (13th fl.),,,Prince Street Caterers,,32124,01/06/2012 03:25:41 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/01/2010 11:12:57 AM,03-3-501.16,***,Hot Holding,04/01/2010 11:12:57 AM,Fail,,Vegetable medley in warmer unit at 75F.,2   International PL,Boston,Ma,02110,,
UPTOWN CAFE,,,GARY FORZIATI,,23109,12/14/2011 11:10:59 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,11/17/2009 11:07:09 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,11/17/2009 11:07:09 AM,Fail,,Walk in Clean floor and vent,116   CAMBRIDGE,BOSTON,MA,02114,,
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,19118,01/09/2012 03:55:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,09/01/2009 10:31:22 AM,17-4-204.112/.115,*,Equipment Thermometers,09/02/2009 08:41:06 AM,Pass,2009-09-02 08:41:06,Properly repair temperature gauge on High Temp dishwasher in kitchen to ensure at least 150F.,270   HUNTINGTON  AV,BOSTON,MA,02125,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/30/2013 10:09:57 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,12/30/2013 10:09:57 AM,Fail,,Resurface floor,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
UPTOWN CAFE,,,GARY FORZIATI,,23109,12/14/2011 11:10:59 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,04/22/2008 11:15:34 AM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,04/23/2008 08:09:03 AM,Fail,,HAHDSINK,116   CAMBRIDGE,BOSTON,MA,02114,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,07/13/2011 03:06:13 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,07/13/2011 03:06:13 PM,Pass,2011-07-14 08:14:51,Walls in pot wash room with soil and dried spatter  clean to remove.,138   ST JAMES  AV,BOSTON,MA,02116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,02/23/2015 10:10:09 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,02/23/2015 10:10:09 AM,Fail,,old bakery walk in/repair worn/damaged floor dishroom/regrout floor as needed,138   ST JAMES  AV,BOSTON,MA,02116,,
Dosa Factory,,,Pabla,Jaswiner,138037,01/21/2015 11:05:29 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,07/02/2015 12:45:39 PM,02-3-602.11-.12/3-302.12,*,Food Container Labels,07/02/2015 12:45:39 PM,Fail,,Bulk food containers missing labels.Provide,316   Newbury ST,Boston,MA,02115,168065,"(42.34862, -71.085413)"
Brigham & Women Hospital OR Lounge,,AU BON PAIN CO  INC. #508 (LAURA),Langill BWH CFSD,Susan,34631,03/29/2012 10:14:09 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,11/23/2010 11:42:59 AM,,,,,,,,75   FRANCIS ST,Boston,MA,02115,158148,"(42.336106, -71.10748)"
WAI WAI ICE CREAM SHOP,,WONG SHU YING TRSTS,HUI,DAVID,24990,01/06/2012 09:20:52 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,01/26/2015 10:10:47 AM,20-4-703.11,***,Food Contact Surfaces Clean,01/26/2015 10:10:47 AM,Fail,,Using regular bleach to sanitize,26   Oxford ST,Boston,MA,02111,106209,"(42.35168, -71.06027)"
EL PENOL RESTAURANT,,,MIGUEL A. MEDINA BALBIN,,23581,12/29/2011 09:39:51 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,09/28/2011 12:00:21 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,09/28/2011 12:00:21 PM,Pass,2011-09-29 08:25:45,Clean and sanitize heavily scorned cutting board as discussed,54   Bennington ST,East Boston,MA,02128,156292,"(42.375798, -71.037101)"
WAI'S STYLE RESTAURANT,,DAVID HUI: WAI'S STYLE RE,DAVID HUI: WAI'S STYLE RE,STAURANT,20355,01/06/2012 09:22:08 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,01/14/2010 10:06:27 AM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,01/14/2010 10:06:27 AM,Fail,,Store wiping cloths in sanitizer and replaced frayed cloths,99   HARRISON  AV,BOSTON,MA,02111,,
