ADDRESS,OPERATION NAME,DATE OF INSPECTION,VIOLATION ITEM,VIOLATION DESCRIPTION,CRITICAL VIOLATION,TOTAL # CRITICAL VIOLATIONS,TOTAL # CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY CODE,FACILITY ADDRESS,FACILITY CITY,FACILITY POSTAL ZIPCODE,NYSDOH GAZETTEER (1980),FACILITY MUNICIPALITY,PERMIT EXPIRATION DATE,FOOD SERVICE TYPE,FOOD SERVICE DESCRIPTION,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FS FACILITY STATE,LATITUDE,LONGITUDE
"249 GENESEE STREET,  CHITTENANGO",REDWOOD TAVERN LLC/Inactive,08/09/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,4,0,9,Madison County,MADISON,26-AH151  ,249 GENESEE STREET,CHITTENANGO,13037    ,262900,SULLIVAN,04/30/2014,Food Service Establishment,Food Service Establishment,,REDWOOD TAVERN,KOESTER,ERIC,767552,Inspection,"1H) 5LBS AMERICAN CHEESE, 3LBS PROVOLONE CHEESE, 2LBS MONT. JACK ADULTERATED W/ CONDENSATE WATER SOAKED IN BOTTOM OF DELI COOLER (CORRECTED: PRODUCT DENATURED & DISCARDED). APROX. 1/2LB SPOILED HAMBURGER STORED IN DELI COOLER (CORRECTED: SPOILED MEAT VOLUNTARILY DISCARDED).
3C) FOOD WORKER OBSERVED ASSEMBLING CHICKEN WRAP W/ BARE HANDS-WRAP NOT HEATED TO 165'F (CORRECTED: CHX WRAP VOLUNTARILY DENATURED AND DISCARDED).
5A) 3pcs OF COOKED CHX BRST @ 46'F IN DELI COOLER FOR APPROX 3 DAYS (CORRECTED: COOKED CHX BRST VOLUNTARILY DENATURED & DISCARDED)
4A) UNKNOWN/UNLABELED PILLS(2) PRESENT ON PREP TABLE SHELF. (CORRECTED: FS WRKR STATED THEY WERE ""OMEGA 3"" CAPSULES & VOLUNTARILY DENATURED & DISCARDED CAPSULES). 3 INSECTICIDE FOGGERS AND 1 SPRAY PRESENT ON DISH DRYING RACK NEAR DISHWASHER (CORRECTED: INSECTICIDES & FOGGERS REMOVED FROM PREMISE).
8D) FOAM CONTAINERS UNDER PREP TABLE UNCLEAN/UNPROTECTED (CORRECTED: UNCLEAN CONTAINERS VOL. DISCARDED)
12E) HAND SINK UNCLEAN-FOOD PARTICLES PRESENT
8A) FOOD STORED ON FLOOR IN REAR FOOD STORAGE ROOM. FOOD STORED UNCOVERED IN 1 DOOR COOLER.
8E) THERMOMETER MISSING IN BAR COOLER
9C) F.S. WORKER LACKS HAIR RESTRAINT
15A) CEILING TILE MISSING NEAR EXHAUST HOODS
11C) BLADE ON CAN OPENER UNCLEAN. MICROWAVE UNCLEAN.
12C) CONDENSATE IMPROPERLY DRAINING ON DELI COOLER. CONDENSATE IMPROPERLY DRAINING ON ALL BAR COOLERS.
11D) BOTTOM OF BAR COOLERS UNCLEAN, MOLDY &CONTAIN ODOR ",NY,43.045573,-75.866472
"1 NORTH CLINTON AVENUE,  ROCHESTER",MAIN HOT FOOD/Inactive,07/28/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,8,Monroe County,MONROE,270554901 ,1 NORTH CLINTON AVENUE,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,774241,Inspection,,NY,43.157194,-77.606507
"4747 W.  HENRIETTA ROAD,  HENRIETTA",WENDY'S RESTAURANT/Inactive,11/12/2008,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,4,Monroe County,MONROE,275634201 ,4747 W.  HENRIETTA ROAD,HENRIETTA,14467    ,275603,HENRIETTA,12/31/2016,Food Service Establishment,Restaurant,,,,,667902,Inspection,,NY,43.05824,-77.652392
"251 Exchange STREET,  ROCHESTER",NATHANIEL'S PUB/Inactive,04/02/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,270526501 ,251 Exchange STREET,ROCHESTER,14608    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,684123,Inspection,,NY,43.142623,-77.616369
ROCHESTER,MIKES BAR & GRILL/Inactive,03/11/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,11,Monroe County,MONROE,270506601 ,,ROCHESTER,14611    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,666504,Inspection,,NY,,
"964 Ridge ROAD,  WEBSTER",Guida's Pizzeria IV/Inactive,02/19/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,1,Monroe County,MONROE,276724401 ,964 Ridge ROAD,WEBSTER,14580    ,272900,WEBSTER,12/31/2011,Food Service Establishment,Restaurant,,,,,692357,Inspection,,NY,,
ROCHESTER,BONAFEDE'S PIZZERIA & PASTA KITCHEN/Inactive,07/07/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,2,Monroe County,MONROE,276129501 ,,ROCHESTER,14625    ,270104,ROCHESTER,12/31/2011,Food Service Establishment,Restaurant,,,,,667320,Re-Inspection,,NY,,
ROCHESTER,SUBWAY/Inactive,09/24/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,3,Monroe County,MONROE,275733601 ,,ROCHESTER,14621    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668035,Inspection,,NY,43.196315,-77.59893
"365 Park AVENUE,  ROCHESTER",Gingerbread House/Inactive,09/24/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,1,Monroe County,MONROE,270527001 ,365 Park AVENUE,ROCHESTER,14607    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,684364,Inspection,,NY,,
"4785 Lake AVENUE,  Rochester",The Penny Arcade/Inactive,08/03/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,270532901 ,4785 Lake AVENUE,Rochester,14612    ,270104,ROCHESTER,,Food Service Establishment,Restaurant,,,,,705733,Re-Inspection,,NY,,
"42 Nichols STREET,  SPENCERPORT","Leccese's Pizzeria & More, Inc./Inactive",07/29/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,6,Monroe County,MONROE,272210501 ,42 Nichols STREET,SPENCERPORT,14559    ,272200,OGDEN,12/31/2011,Food Service Establishment,Restaurant,,,,,673304,Inspection,,NY,,
"850 EAST Ridge ROAD,  ROCHESTER",Shogun Palace/Inactive,12/17/2009,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,7,Monroe County,MONROE,275743401 ,850 EAST Ridge ROAD,ROCHESTER,14621    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,718486,Inspection,,NY,43.196814,-77.595205
ROCHESTER,FRIENDLY'S/Inactive,01/21/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,275446301 ,,ROCHESTER,14616    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,667686,Inspection,,NY,43.242369,-77.646905
ROCHESTER,McDONALD'S/Inactive,02/16/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,2,Monroe County,MONROE,270446901 ,,ROCHESTER,14620    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668255,Inspection,,NY,43.122273,-77.618526
ROCHESTER,ARBY'S/Inactive,07/27/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,3,Monroe County,MONROE,275625401 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,666387,Inspection,,NY,43.08569,-77.637508
"808 Brown STREET,  ROCHESTER",Broadway Breakfast and Lunch/Inactive,06/14/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,12,Monroe County,MONROE,270533601 ,808 Brown STREET,ROCHESTER,14608    ,270104,ROCHESTER,12/31/2011,Food Service Establishment,Restaurant,,,,,707463,Inspection,,NY,,
ROCHESTER,THE RETREAT/Inactive,06/01/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,275461801 ,,ROCHESTER,14612    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,668976,Inspection,,NY,43.264945,-77.696231
"1825 PENFIELD ROAD,  PENFIELD",KAKACHI JAPANESE RESTAURANT/Inactive/Inactive,04/09/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,4,Monroe County,MONROE,276131201 ,1825 PENFIELD ROAD,PENFIELD,14526    ,276102,PENFIELD,12/31/2011,Food Service Establishment,Restaurant,,,,,727325,Inspection,,NY,,
ROCHESTER,BRUSTER'S (OLD FASHIONED ICE CREAM A/Inactive,04/14/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,3,Monroe County,MONROE,275727701 ,,ROCHESTER,14622    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,667553,Inspection,,NY,43.204042,-77.558852
"904 Elmgrove ROAD,  ROCHESTER",Jim & Ralph's Restaurant/Inactive,05/12/2010,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,275337401 ,904 Elmgrove ROAD,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,695213,Inspection,,NY,43.153703,-77.73228
"1381 RIDGE ROAD,  ROCHESTER",GRAND SUPER BUFFET/Inactive,02/18/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,4,Monroe County,MONROE,275732401 ,1381 RIDGE ROAD,ROCHESTER,14621    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,668251,Inspection,,NY,43.198277,-77.580568
"570  CULVER ROAD,  ROCHESTER",HARRIS COMMUNICATIONS/LESSINGS/Inactive,04/06/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,4,0,4,Monroe County,MONROE,270118306 ,570  CULVER ROAD,ROCHESTER,14609    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,758896,Inspection,,NY,,
"3585 BUFFALO  ROAD,  ROCHESTER",GATES GRILL/Inactive/Inactive,02/24/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,3,Monroe County,MONROE,275339101 ,3585 BUFFALO  ROAD,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2011,Food Service Establishment,Restaurant,,,,,754613,Re-Inspection,,NY,,
"1563 Spencerport ROAD,  ROCHESTER",TIM HORTONS/Inactive,02/25/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,1,Monroe County,MONROE,275337501 ,1563 Spencerport ROAD,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,695765,Inspection,,NY,43.174733,-77.732142
"808 BROWN STREET,  ROCHESTER",BUTLER ENTERPRISE/Inactive,02/22/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,5,Monroe County,MONROE,270548701 ,808 BROWN STREET,ROCHESTER,14611    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,754616,Re-Inspection,,NY,,
"38 ST. PAUL STREET,  ROCHESTER",JAMAICAN CUSINE RESTAURANT/Inactive,06/02/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,7,Monroe County,MONROE,270547401 ,38 ST. PAUL STREET,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,751958,Inspection,,NY,43.157412,-77.609158
"7 WEST Main STREET,  WEBSTER",Irish Rover/Inactive,04/08/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,7,Monroe County,MONROE,276725901 ,7 WEST Main STREET,WEBSTER,14580    ,272900,WEBSTER,12/31/2012,Food Service Establishment,Restaurant,,,,,721972,Inspection,,NY,,
ROCHESTER,TACI'S IRONDEQUOIT HOTS/Inactive,04/29/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,275740501 ,,ROCHESTER,14617    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,669156,Inspection,,NY,43.21058,-77.599555
"4747 W.  HENRIETTA ROAD,  HENRIETTA",WENDY'S RESTAURANT/Inactive,12/28/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Monroe County,MONROE,275634201 ,4747 W.  HENRIETTA ROAD,HENRIETTA,14467    ,275603,HENRIETTA,12/31/2016,Food Service Establishment,Restaurant,,,,,667902,Inspection,,NY,43.05824,-77.652392
ROCHESTER,MAXWELL'S RESTO LOUNGE/Inactive,09/15/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,4,Monroe County,MONROE,270482401 ,,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668369,Inspection,,NY,43.160147,-77.610269
"500 SOUTH UNION  STREET,  SPENCERPORT",PONTILLO'S PIZZA & CATERING/Inactive,08/11/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,5,Monroe County,MONROE,272207001 ,500 SOUTH UNION  STREET,SPENCERPORT,14559    ,272200,OGDEN,12/31/2014,Food Service Establishment,Restaurant,,,,,668148,Inspection,,NY,,
"1172 SOUTH PLYMOUTH AVENUE,  ROCHESTER",BROTHER'S CLUB/Inactive,01/13/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,7,Monroe County,MONROE,270559801 ,1172 SOUTH PLYMOUTH AVENUE,ROCHESTER,14619    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,789236,Inspection,,NY,43.135,-77.628852
"87 NORTH CLINTON AVENUE,  ROCHESTER",SOPHIA'S CAFE/Inactive,05/24/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,11,Monroe County,MONROE,270564501 ,87 NORTH CLINTON AVENUE,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,800579,Inspection,,NY,43.159004,-77.607247
"564 MERCHANTS ROAD,  ROCHESTER",MERCHANTS PASTA HOUSE/Inactive,06/04/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,3,Monroe County,MONROE,270543501 ,564 MERCHANTS ROAD,ROCHESTER,14609    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,736180,Inspection,,NY,43.164364,-77.555802
"200 NICHOLSON ROAD,  HOLMES",food service/Inactive,08/07/2008,None,,Not Critical Violation,,,,Dutchess County,DUTCHESS,0131817   ,200 NICHOLSON ROAD,HOLMES,12531    ,135400,E. FISHKILL,09/15/2008,Food Service Establishment,Restaurant,,,,,444205,Inspection,,NY,,
"3055 BUFFALO ROAD,  ROCHESTER",JACK'SS BBQ & PIZZA INC./Inactive,06/11/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,6,Monroe County,MONROE,275339801 ,3055 BUFFALO ROAD,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,771037,Inspection,,NY,43.143234,-77.735095
ROCHESTER,FRIENDLY'S/Inactive,06/18/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,8,Monroe County,MONROE,275639301 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,667685,Inspection,,NY,43.086821,-77.633665
"655 Gallup ROAD,  SPENCERPORT",Arrowhead Golf Course/Inactive,07/13/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,5,Monroe County,MONROE,272210901 ,655 Gallup ROAD,SPENCERPORT,14559    ,272200,OGDEN,12/31/2013,Food Service Establishment,Restaurant,,,,,706499,Inspection,,NY,43.201757,-77.873224
"600 EAST MAIN STREET,  ROCHESTER",PANDA KING/Inactive,09/10/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,20,Monroe County,MONROE,270549101 ,600 EAST MAIN STREET,ROCHESTER,14605    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,755749,Inspection,,NY,43.159687,-77.595211
"151 ST. PAUL STREET,  ROCHESTER",PLUSH/Inactive,09/05/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,1,24,Monroe County,MONROE,270500601 ,151 ST. PAUL STREET,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668637,Inspection,,NY,,
ROCHESTER,THE OAK LEAF EATERY INC./Inactive,10/30/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,9,Monroe County,MONROE,275022501 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,668111,Inspection,,NY,43.1052,-77.618705
"1563 Spencerport ROAD,  ROCHESTER",TIM HORTONS/Inactive,01/24/2013,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,9,Monroe County,MONROE,275337501 ,1563 Spencerport ROAD,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,695765,Inspection,,NY,43.174733,-77.732142
EAST ROCHESTER,FOREST HILLS FAMILY REST./Inactive,01/30/2013,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,6,Monroe County,MONROE,272401801 ,,EAST ROCHESTER,14445    ,270000,MONROE COUNTY,12/31/2014,Food Service Establishment,Restaurant,,,,,666252,Inspection,,NY,43.103345,-77.483799
SCOTTSVILLE,FOXY'S/Inactive,04/09/2013,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,5,Monroe County,MONROE,276802201 ,,SCOTTSVILLE,14546    ,273000,WHEATLAND,12/31/2014,Food Service Establishment,Restaurant,,,,,667430,Inspection,,NY,43.014324,-77.768805
ROCHESTER,EL TAINO RESTAURANT/Inactive,07/18/2013,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,,7,Monroe County,MONROE,270447401 ,,ROCHESTER,14608    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,667969,Inspection,,NY,43.164685,-77.62808
"3345 LAKE AVENUE,  ROCHESTER",JENNY'S BURGERS & FRIES/Inactive,07/19/2013,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,3,Monroe County,MONROE,270575701 ,3345 LAKE AVENUE,ROCHESTER,14612    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,840417,Re-Inspection,,NY,,
ROCHESTER,PAYCHEX/Inactive,09/11/2013,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,7,Monroe County,MONROE,276100206 ,,ROCHESTER,14625    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,667644,Inspection,,NY,43.125306,-77.490448
"360 PARK AVENUE,  ROCHESTER",MARVIN MOZZERONI'S/Inactive,10/16/2013,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,13,Monroe County,MONROE,270563601 ,360 PARK AVENUE,ROCHESTER,14607    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,799468,Inspection,,NY,43.149853,-77.58599
WEBSTER,SANIBEL COTTAGE/Inactive,03/26/2014,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,3,Monroe County,MONROE,276721401 ,,WEBSTER,14580    ,272900,WEBSTER,12/31/2014,Food Service Establishment,Restaurant,,,,,668761,Inspection,,NY,43.17894,-77.509804
"58 LOWELL STREET,  ROCHESTER",JUDY'S TAKEOUT/CATERING/Inactive,04/01/2014,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,4,Monroe County,MONROE,270556301 ,58 LOWELL STREET,ROCHESTER,14605    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,785520,Inspection,,NY,43.169352,-77.614744
"315 ALEXANDER STREET,  ROCHESTER",PONTILLO'S PIZZA/Inactive,08/07/2014,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,3,Monroe County,MONROE,270522101 ,315 ALEXANDER STREET,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,669034,Inspection,,NY,43.1558,-77.59737
"850 EAST Ridge ROAD,  ROCHESTER",Shogun Palace/Inactive,09/18/2014,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,4,Monroe County,MONROE,275743401 ,850 EAST Ridge ROAD,ROCHESTER,14621    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,718486,Inspection,,NY,43.196814,-77.595205
"975 CHILI AVENUE,  ROCHESTER",NATURAL VIBES JERK HUT & CATERING/Inactive,01/23/2015,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,5,Monroe County,MONROE,270578801 ,975 CHILI AVENUE,ROCHESTER,14611    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,850182,Inspection,,NY,,
