FACILITY,ADDRESS,LAST INSPECTED,VIOLATIONS,TOTAL # CRITICAL VIOLATIONS,TOTAL #CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,DESCRIPTION, LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,NYSDOH GAZETTEER (1980),MUNICIPALITY,OPERATION NAME,PERMIT EXPIRATION DATE,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FOOD SERVICE FACILITY STATE,Location1
CAMP HOLLIS                         ,"40 HEALTH CAMP ROAD,  OSWEGO",08/04/2015,No violations found.,0,0,0,Institutional Food Service - Children's Camp Food Service,Oswego County,OSWEGO, 40 HEALTH CAMP ROAD  ,OSWEGO,13126    ,376000,OSWEGO,CAMP HOLLIS/Food Service,08/14/2015,CAMP ZERBE NATURE PARK,OSWEGO CITY-COUNTY YOUTH BUREAU,MOREY,BRANDON,297390,Inspection,,NY,"(43.427239, -76.595422)"
PLEASANTVILLE COLONIAL DINER        ,"10 MEMORIAL PLAZA,  PLEASANTVILLE",11/05/2015,"Item  8B-   In use food dispensing utensils improperly stored; Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,5,Food Service Establishment - Food Service Establishment,Westchester County,WESTCHESTER,10 MEMORIAL PLAZA  ,PLEASANTVILLE,10570    ,593300,MT. PLEASANT,PLEASANTVILLE COLONIAL DINER,05/31/2016,PLEASANTVILLE COLONIAL DINER,ODYSSEY DINER CORP.,ODYSSEY DINER CORP., ,473895,Inspection,"INSPECTION REVEALED A CHANGE OF OWNERSHIP AT ESTABLISHMENT.  SPOKE WITH NEW OWNER VIA PHONE (PHIL), EXPLAINED TO SAME THAT HE MUST SUBMIT AN ORIGINAL APPLICATION AND FEE TO THE HD ASAP OR THE ESTABLISHMENT WILL BE CLOSED AND HE WILL RECEIVE A TICKET FOR OPERATING WITHOUT A PERMIT. NEW OWNER WAS GIVEN A GRACE PERIOD UNTIL 12:00 PM ON FRIDAY TO SUBMIT AN COMPLETED ORIGINAL APPLICATION TO THE HD. 
ALL NOTED VIOLATIONS MUST BE CORRECTED BY NEXT INSPECTION/CHANGE OF OWNERSHIP INSPECTION.",NY,"(41.13454, -73.79316)"
IHOP - PALISADES MALL               ,"4282 PALISADES CENTER DRIVE,  WEST NYACK",11/04/2015,"Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 14A-   Insects, rodents present; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,4,Food Service Establishment - Food Service Establishment,Rockland County,ROCKLAND,4282 PALISADES CENTER DRIVE,WEST NYACK,10994    ,435000,CLARKSTOWN,IHOP - PALISADES MALL,11/30/2016,,"PANCAKES OF THE PALISADES, LLC",MCKENZIE,BRYAN,784890,Inspection,,NY,"(41.098877, -73.960969)"
ECONO LODGE                         ,"871 COUNTY ROUTE 64,  ELMIRA",11/05/2015,"Item  5A-  Critical Violation [RED] Potentially hazardous foods are not kept at or below 45oF during cold holding, except smoked fish not kept at or below 38oF during cold holding.; Item  5E-  Critical Violation [RED] Enough refrigerated storage equipment is not present, properly designed, maintained or operated so that all potentially hazardous foods are cooled properly and stored below 45oF as required.; Item  6A-  Critical Violation [RED] Potentially hazardous foods are not kept at or above 140oF during hot holding.; Item  6B-  Critical Violation [RED] Enough hot holding equipment is not present, properly designed, maintained and operated to keep hot foods above 140oF.; ",7,0,0,Food Service Establishment - Restaurant,Chemung County,CHEMUNG,871 COUNTY ROUTE 64  ,ELMIRA,14903    ,075200,BIG FLATS,Econolodge - Breakfast for Patrons,12/31/2016,,"BIG FLATS LODGING ASSOC., LLC",PATEL,ANDY,266995,Inspection,,NY,"(42.154465, -76.878914)"
St. John's Episcopal Church         ,"15 Orange STREET,  Marcellus",11/03/2015,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,15 Orange STREET,Marcellus,13108    ,336000,MARCELLUS,St. John's Episcopal Church,01/31/2017,,Warden's and Vestry of St. John's,,,294689,Inspection,**Notes:  Establishment has valid OCHD permit; permit should be posted in kitchen area.  All foods for tonights dinner noted at/above 140F.  No hazards/violations noted at this time.  Establishment has probe/metal-stem type thermometer.  Operators wash/rinse/sanitize dishes.,NY,"(42.982921, -76.336978)"
DANNY MAC'S                         ,"869 MCLEAN AVENUE,  YONKERS",11/06/2015,"Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; Item 11D-   Non food contact surfaces of equipment not clean; ",0,0,3,Food Service Establishment - Food Service Establishment,Westchester County,WESTCHESTER,869 MCLEAN AVENUE,YONKERS,10704    ,590707,YONKERS,DANNY MAC'S,11/30/2016,,D & J TAVERN INC.,McEVOG,JOHN,545653,Inspection,,NY,"(40.905167, -73.869811)"
B.P.O.E.#1403 MECHANICVILLE         ,"302-308 PARK AVENUE,  MECHANICVILLE",11/09/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8C-   Improper use and storage of clean, sanitized equipment and utensils; Item 11D-   Non food contact surfaces of equipment not clean; Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained; Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,12,Food Service Establishment - Restaurant,Glens Falls District Office,SARATOGA,302-308 PARK AVENUE,MECHANICVILLE,12118    ,452300,MECHANICVILLE,B.P.O.E.#1403 MECHANICVILLE,03/31/2017,,B.P.O.E. #1403 MECHANICVILLE,BAHAN,DAVID,333909,Inspection,Please correct all violations by 12/1/15.  Email Megan (megan.hughes@health.ny.gov) with corrections or any questions.,NY,"(42.903538, -73.690076)"
HAI RU CHINESE RESTAURANT           ,"1250 ROUTE 104,  ONTARIO",11/09/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,3,Food Service Establishment - Restaurant,Geneva District Office,WAYNE,1250 ROUTE 104  ,ONTARIO,14519    ,585700,ONTARIO,HAI RU CHINESE RESTAURANT,01/31/2017,,,WU,ZHI YONG,326432,Inspection,,NY,"(43.227221, -77.320251)"
SCHENECTADY VETERANS WW II          ,"718 UNION STREET,  SCHENECTADY",11/06/2015,No violations found.,0,0,0,Food Service Establishment - Restaurant,Schenectady County,SCHENECTADY,718 UNION STREET,SCHENECTADY,12305    ,460100,SCHENECTADY,SCHENECTADY VETERANS WW II,12/31/2016,,SCHENECTADY VETERANS WW II,JOHNSON,STANLEY,305936,Inspection,,NY,"(42.815465, -73.934819)"
AKANOMI JAPANESE RESTAURANT         ,"2568 WESTERN AVENUE,  ALTAMONT",10/22/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; ",0,0,3,Food Service Establishment - Restaurant,Albany County,ALBANY,2568 WESTERN AVENUE,ALTAMONT,12009    ,015500,GUILDERLAND,2568 AKANOMI JAPANESE RESTAURANT,09/30/2016,,"2568 AKANOMI JAPANESE RESTAURANT, INC.",WANG,YUBING,774080,Inspection,,NY,"(42.713864, -73.931137)"
KATE & WILLIE'S @ HOFSTRA           ,"1000 FULTON AVENUE,  HEMPSTEAD",11/10/2015,"Item 14A-   Insects, rodents present; Item 15C-   Premises littered, unnecessary equipment and article present, living quarters no completely separated for food service operations, live animals, birds and pets not excluded; ",0,0,3,Institutional Food Service - College Food Service,Nassau  County,NASSAU,1000 FULTON AVENUE,HEMPSTEAD,11550    ,299900,NASSAU SCHOOLS,KATE & WILLIE'S @ HOFSTRA,06/30/2016,,"COMPASS LCS, LLC",,,717715,Inspection,"Seatings: 88 Food Manager's Certificate  IAN JOHN  JANUARY 2016-R Inspection Ratings: 0/3""A""",NY,"(40.714123, -73.603502)"
DC INDOOR GOLF                      ,"10  CRANNELL STREET,  POUGHKEEPSIE",11/09/2015,"Item  8D-   Single service items reused, improperly stored, dispensed, not used when required; Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.; ",0,0,3,Food Service Establishment - Food Service Establishment,Dutchess County,DUTCHESS,10  CRANNELL STREET,POUGHKEEPSIE,12601    ,130200,POUGHKEEPSIE,DC INDOOR GOLF,09/30/2016,,,PIZZARELLI,DANIEL,814453,Inspection,,NY,"(41.703075, -73.924018)"
SOMERS INTERMEDIATE SCHOOL          ,"ROUTE 202,  SOMERS",05/01/2015,"Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.; ",0,0,2,Institutional Food Service - School K-12 Food Service,Westchester County,WESTCHESTER, ROUTE 202  ,SOMERS,10589    ,596600,SOMERS,SOMERS INTERMEDIATE SCHOOL,02/28/2017,SOMERS MIDDLE SCHOOL,SOMERS CENTRAL SCHOOL DISTRICT,SOMERS CENTRAL SCHOOL DISTRICT, ,455435,Inspection,,NY,"(41.330258, -73.682446)"
BREWSTER ICE ARENA                  ,"63 Fields LANE,  BREWSTER",10/26/2015,No violations found.,0,0,0,Food Service Establishment - Restaurant,Putnam County,PUTNAM,63 Fields LANE,BREWSTER,10509    ,395500,SOUTHEAST,PLAYER'S CLUB @ BREWSTER ICE ARENA,03/31/2017,,"SOUTHEAST SPORTS COMPLEX, LLC",Santini,Steve,299974,Re-Inspection,,NY,"(41.36418, -73.614576)"
LOMBARDO'S RESTAURANT               ,"119-121 MADISON AVENUE,  ALBANY",11/12/2015,"Item  8C-   Improper use and storage of clean, sanitized equipment and utensils; ",0,0,1,Food Service Establishment - Restaurant,Albany County,ALBANY,119-121 MADISON AVENUE,ALBANY,12202    ,010100,ALBANY,LOMBARDO'S RESTAURANT,06/30/2016,,"ROMANZA RESTAURANT, INC.",MANCINO,PAUL,251102,Inspection,,NY,"(42.645938, -73.755264)"
HAMPTON INN & SUITES                ,"160 CORPORATE BOULEVARD,  YONKERS",04/02/2015,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Westchester County,WESTCHESTER,160 CORPORATE BOULEVARD,YONKERS,10701    ,590707,YONKERS,HAMPTON INN & SUITES,05/31/2016,,COLWEN MANAGEMENT INC.,ALPS,JILLIAN,703524,Inspection,,NY,"(40.969896, -73.87903)"
MATSS OF SYOSSET                    ,"171 EILEEN WAY,  SYOSSET",11/10/2015,No violations found.,0,0,0,Institutional Food Service - Day Care Center Food Service,Nassau  County,NASSAU,171 EILEEN WAY,SYOSSET,11791    ,295216,OYSTER BAY,MATSS OF SYOSSET,12/31/2020,,MATSS OF SYOSSET LTD,,,732708,Inspection,Score A 0/0,NY,"(40.803313, -73.517637)"
HEMPSTEAD SD - JACKSON ANNEX        ,"380 JACKSON  STREET,  HEMPSTEAD",11/12/2015,"Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; ",0,0,1,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,380 JACKSON  STREET,HEMPSTEAD,11550    ,299900,NASSAU SCHOOLS,HEMPSTEAD SD - JACKSON ANNEX        ,09/30/2016,,HEMPSTEAD SCHOOLS,GARDNER,SHARON,573535,Inspection,"Seatings:99 Inspection Ratings: 0/1""A""",NY,"(40.712418, -73.617236)"
LITTLE HARVARD                      ,"83 EAST MAIN STREET,  WASHINGTONVILLE",11/09/2015,No violations found.,0,0,0,Institutional Food Service - School K-12 Food Service,Orange County,ORANGE,83 EAST MAIN STREET,WASHINGTONVILLE,10992    ,352000,BLOOMING GR.,Little Harvard,09/30/2016,,"U N T S, Inc.",Lyons,Amanda,602234,Inspection,,NY,"(41.426819, -74.15803)"
CONSUMER SERVICES OF MADISON COUNTY ,"1099 NORTHSIDE SHOPPING CENTER,  ONEIDA",11/16/2015,Item 11D-   Non food contact surfaces of equipment not clean; ,0,0,1,Institutional Food Service - Adult Feeding (Non-SOFA),Madison County,MADISON,1099 NORTHSIDE SHOPPING CENTER  ,ONEIDA,13421    ,260100,ONEIDA,CONSUMER SERVICES OF MADISON COUNTY,02/28/2017,,CONSUMER SERVICES,VanLieshout,Mary,783956,Inspection,Discussed staff use of microwave.  Sign posted to clean up after each use.  Indirect drain and dishwasher issues from previous inspection have been corrected.  All refrigerators have internal thermometers. No evidence of rodents or insects observed.  Discussed use of and cleaning schedule of potato/fry press. Hair restraints and hand barriers used. Sanitizer available and chemicals are properly stored. Choking poster and permit are posted.,NY,"(43.102555, -75.660279)"
LA CALIDAD BAKERY & RESTAURANT      ,"48 SOUTH MAIN  STREET,  FREEPORT",11/17/2015,"Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,4,Food Service Establishment - Bakery,Nassau  County,NASSAU,48 SOUTH MAIN  STREET,FREEPORT,11520    ,290400,HEMPSTEAD,LA CALIDAD BAKERY & RESTAURANT,11/30/2016,LA CALIDAD BAKERY & RESTAURANT,LA CALIDAD BAKERY & RESTAURANT CORP,,,575545,Inspection,"Seatings: 32  Food Manager's Certificate Diego Ocampo October 2017R   Inspection Ratings 0/4""A""",NY,"(40.655923, -73.581889)"
PADDOCK CLUB (THE)                  ,"1 PUBLIC SQUARE, SUITE 5,  WATERTOWN",11/17/2015,"Item  2C-  Critical Violation [RED] Cooked or prepared foods are subject to cross-contamination from raw foods.; Item  3C-  Critical Violation [RED] Food workers do not use proper utensils to eliminate bare hand contact with cooked or prepared foods.; Item  5A-  Critical Violation [RED] Potentially hazardous foods are not kept at or below 45oF during cold holding, except smoked fish not kept at or below 38oF during cold holding.; Item  5C-  Critical Violation [RED] Potentially hazardous foods are not stored under refrigeration except during necessary preparation or approved precooling procedures (room temperature storage).; Item  5E-  Critical Violation [RED] Enough refrigerated storage equipment is not present, properly designed, maintained or operated so that all potentially hazardous foods are cooled properly and stored below 45oF as required.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8B-   In use food dispensing utensils improperly stored; Item  8D-   Single service items reused, improperly stored, dispensed, not used when required; Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",6,0,12,Food Service Establishment - Restaurant,Watertown District Office,JEFFERSON,"1 PUBLIC SQUARE, SUITE 5  ",WATERTOWN,13601    ,220100,WATERTOWN,THE PADDOCK CLUB,12/31/2016,,ARCADE TAVERN CORP,Dalton,Robert ,535908,Inspection,prep cooler less than 45F.,NY,"(43.974965, -75.910994)"
