Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
28197,PHOLICIOUS,11160 VEIRS MILL RD,,SILVER SPRING,20902,11/26/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,HONGKLAM VILAYTHONG,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
28877,"LUMPIA, PANSIT ATBP",11160 VEIRS MILL RD #164,,WHEATON,20902,05/14/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,ORTEGA ENTERPRISES INC,,Food,39.037,-77.0539,"(39.037, -77.0539)"
1880,PARTY TIME BEER & WINE,11443 GEORGIA AVE.,,WHEATON,20902,10/10/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,HYON J. KIM,,Food,39.0428,-77.0516,"(39.0428, -77.0516)"
18933,RUBY TUESDAY #4894,11160 VEIRS MILL RD.,,WHEATON,20902,09/11/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,"RUBY TUESDAY, INC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
17274,SUBWAY #22177,15500-A OLD COLUMBIA PIKE,,BURTONSVILLE,20866,03/16/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,BROTHERS & BROTHERS CORP.,Restaurant,Food,39.1098,-76.9353,"(39.1098, -76.9353)"
17453,KENNY'S SUB SHOP,11210 GEORGIA AVE.,,WHEATON,20902,11/21/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"KENNY'S SUB SHOP, INC.",Restaurant,Food,39.0389,-77.0514,"(39.0389, -77.0514)"
28829,TACO BELL,11160 VEIRS MILL RD,,SILVER SPRING,20902,11/26/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,A&A TACO USA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
22148,7-ELEVEN #34366,11406 GEORGIA AVE.,,SILVER SPRING,20902,07/15/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MEREKATO GEBEYA, INC.",Market,Food,39.0419,-77.0522,"(39.0419, -77.0522)"
17884,7-ELEVEN #28862,10020 DARNESTOWN RD.,,ROCKVILLE,20850,03/17/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,BOKHARI CORPORATION,Market,Food,39.0966,-77.204,"(39.0966, -77.204)"
1784,NUT HOUSE PIZZA,11419 GEORGIA AVE.,,WHEATON,20902,01/08/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"PEANUTS & PARTIES, INC.",Carry Out,Food,39.0421,-77.0513,"(39.0421, -77.0513)"
24339,CLUB DEMONSTRATION SERVICES,11160 VEIRS MILL RD,,SILVER SPRING,20902,12/23/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,CLUB DEMONSTRATION SERVICES INC.,Market,Food,39.037,-77.0539,"(39.037, -77.0539)"
28801,SAFEWAY #2781,11201 GEORGIA AVE,,SILVER SPRING,20902,02/24/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,NAI SATURN EASTERN LLC,Market,Food,39.0388,-77.0505,"(39.0388, -77.0505)"
24198,TEAVANA #28662,11160 VEIRS MILL RD,,SILVER SPRING,20902,06/12/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,TEAVANA CORP,,Food,39.037,-77.0539,"(39.037, -77.0539)"
24334,COSTCO WHOLESALE #1124,11160 VEIRS MILL RD,,WHEATON,20902,01/22/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,COSTCO WHOLESALE CORPORATION,Market,Food,39.0349,-77.055,"(39.0349, -77.055)"
1538,MING TREE,11160 VEIRS MILL RD.,,WHEATON,20902,02/27/2015,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SAR WHITE MARSH FOOD INC.,,Food,39.037,-77.0539,"(39.037, -77.0539)"
1509,LOS CHORROS,2420 BLUERIDGE AVE.,,WHEATON,20902,12/19/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,BLUERIDGE 2420 INC.,Restaurant,Food,39.043,-77.0514,"(39.043, -77.0514)"
22200,LITTLE CAESARS,2567 ENNALLS AVE.,,SILVER SPRING,20902,11/18/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"LC MARYLAND 1940, INC.",Carry Out,Food,39.0398,-77.0543,"(39.0398, -77.0543)"
1178,HOLY CROSS HOSPITAL,1500 FOREST GLEN RD.,,SILVER SPRING,20910,10/05/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,HOLY CROSS HOSPITAL,Hospital,Food,39.0147,-77.0354,"(39.0147, -77.0354)"
23526,RUBY THAI KITCHEN,11160 VEIRS MILL RD. STE FC03,,WHEATON,20902,10/17/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"RUBY THAI WHHEATON, LLC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
20406,CARAMELO BAKERY,11301 GEORGIA AVE,,SILVER SPRING,20902,03/14/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,LIZARAZU BAKERY,Market,Food,39.0403,-77.0509,"(39.0403, -77.0509)"
28283,DENIZENS BREWING COMPANY,1115 EAST WEST HWY,,SILVER SPRING,20910,07/03/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,CITIZEN BREWING LLC DBA DENIZENS BREWING COMPANY,Restaurant,Food,38.9886,-77.0272,"(38.9886, -77.0272)"
20141,SAMANTHA'S BAKERY & DINER,2505 UNIVERSITY BLVD W,,WHEATON,20902,07/30/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"SAMANTHA'S BAKERY & DINER, INC",Restaurant,Food,39.0416,-77.0522,"(39.0416, -77.0522)"
23865,SCION SILVER SPRING,1200 EAST WEST HIGHWAY,,SILVER SPRING,20910,07/16/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,ZODIAC RESTAURANT GROUP INC,Restaurant,Food,38.9902,-77.0298,"(38.9902, -77.0298)"
21142,SARITA'S RESTAURANT,2549 ENNALS AVE.,,SILVER SPRING,20902,10/15/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SARITA'S INC.,Restaurant,Food,39.0399,-77.054,"(39.0399, -77.054)"
27967,BLAZE PIZZA,7101 DEMOCRACY BLVD #1146,,BETHESDA,20817,03/17/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,AMIT PATEL,Restaurant,Food,39.0221,-77.1471,"(39.0221, -77.1471)"
29332,FISH TACO OF BETHESDA,10305 OLD GEORGETOWN RD,,BETHESDA,20814,03/17/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,FISH TACO OF BETHESDA INC,Restaurant,Food,,,
22196,LOTUS CAFE,8077 GEORGIA AVE.,,SILVER SPRING,20910,04/08/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"BAC LIEU, INC.",Restaurant,Food,38.9899,-77.0262,"(38.9899, -77.0262)"
29179,NANDO'S PERI PERI,11160 VEIRS MILL RD SPACE P205,,SILVER SPRING,20902,11/24/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,NANDO'S RESTAURANT GROUP INC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
28168,ITALIAN DELIGHT PIZZERIA,11160 VEIRS MILL RD,,SILVER SPRING,20902,02/12/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Re-inspection Billable,RD WHEATON PLAZA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
2060,REDLAND MIDDLE SCHOOL,6505 MUNCASTER MILL RD,,ROCKVILLE,20855,03/17/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Middle,Food,39.1406,-77.1317,"(39.1406, -77.1317)"
28168,ITALIAN DELIGHT PIZZERIA,11160 VEIRS MILL RD,,SILVER SPRING,20902,02/11/2015,Facility Closed,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,RD WHEATON PLAZA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
28072,EL AGUILA,7926 GEORGIA AVE,,SILVER SPRING,20910,02/19/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JID LLC,Restaurant,Food,38.9857,-77.027,"(38.9857, -77.027)"
22235,EL POLLO RICO,"2517 UNIVERSITY BLVD., W.",,SILVER SPRING,20902,11/03/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,"SOLANO FAMILY RESTAURANT, LLC",Restaurant,Food,39.0415,-77.0527,"(39.0415, -77.0527)"
27452,CHIPOTLE MEXICAN GRILL #2055,11160 VEIRS MILL RD,SPACE P208C,SILVER SPRING,20902,12/28/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,CHOPOTLE MEXICAN GRILL OF COLORADO LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
22497,PANERA BREAD #3770,11160 VEIRS MILL RD.,,SILVER SPRING,20902,09/18/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"LEMEK, LLC.",Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
22196,LOTUS CAFE,8077 GEORGIA AVE.,,SILVER SPRING,20910,05/28/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"BAC LIEU, INC.",Restaurant,Food,38.9899,-77.0262,"(38.9899, -77.0262)"
28168,ITALIAN DELIGHT PIZZERIA,11160 VEIRS MILL RD,,SILVER SPRING,20902,06/02/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,RD WHEATON PLAZA LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
18520,POPEYES,11160 VEIRS MILL RD,,WHEATON,20902,11/26/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,PUNAM SINGH,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
1618,MEADOW HALL ELEMENTARY,951 TWINBROOK PKWY.,,ROCKVILLE,20851,03/17/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.0843,-77.1164,"(39.0843, -77.1164)"
24250,POLLO CAMPERO,11420 GEORGIA AVE,,SILVER SPRING,20902,10/24/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,POLLO CAMPERO OF MARYLAND LLC,Restaurant,Food,39.0426,-77.0523,"(39.0426, -77.0523)"
23865,SCION SILVER SPRING,1200 EAST WEST HIGHWAY,,SILVER SPRING,20910,11/25/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,ZODIAC RESTAURANT GROUP INC,Restaurant,Food,38.9902,-77.0298,"(38.9902, -77.0298)"
22200,LITTLE CAESARS,2567 ENNALLS AVE.,,SILVER SPRING,20902,04/24/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"LC MARYLAND 1940, INC.",Carry Out,Food,39.0398,-77.0543,"(39.0398, -77.0543)"
20471,BOURBON STREET CAFE,11160 VEIRS MILL RD.,,WHEATON,20902,05/13/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,BSC WHEATON LLC,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
28197,PHOLICIOUS,11160 VEIRS MILL RD,,SILVER SPRING,20902,05/29/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HONGKLAM VILAYTHONG,Restaurant,Food,39.037,-77.0539,"(39.037, -77.0539)"
